,company,typename,screen_size,ram,memory,gpu,weight,price,px_h,px_v,screen_info,processor_brand,processor_freq,processor_details,gpu_brand,os_used,ssd_capacity,hdd_capacity,ssd_count,hdd_count,ssd_present,hdd_present,total_storage
962,Dell,Notebook,15.6,8,1TB HDD,AMD Radeon R7 M445,2.36,39906.72,1366,768,,Intel,2.7,Core i7 7500U,AMD,windows,0,1024,0,1,FALSE,TRUE,1024
963,Dell,Notebook,14,8,128GB SSD,Intel HD Graphics 620 ,1.6,59620.32,1920,1080,Full HD,Intel,2.5,Core i5 7200U,Intel,windows,128,0,1,0,TRUE,FALSE,128
964,HP,Netbook,12.5,8,512GB SSD,Intel HD Graphics 515,0.97,101658.24,1920,1080,Full HD,Intel,1.2,Core M 6Y75,Intel,windows,512,0,1,0,TRUE,FALSE,512
965,HP,Notebook,15.6,4,128GB SSD +  1TB HDD,AMD Radeon 520,2.1,26586.72,1920,1080,Full HD,Intel,2,Core i3 6006U,AMD,windows,128,1024,1,1,TRUE,TRUE,1152
966,Lenovo,Notebook,15.6,4,128GB SSD,Intel HD Graphics 500,1.9,14418.63,1366,768,,Intel,1.1,Celeron Dual Core N3350,Intel,no_preinstalled_os,128,0,1,0,TRUE,FALSE,128
967,Lenovo,Notebook,15.6,8,256GB SSD,Intel HD Graphics 520,2.3,71874.72,1920,1080,Full HD,Intel,2.3,Core i5 6200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
968,Asus,Notebook,13.3,8,256GB SSD,Intel HD Graphics 620,1.4,61272,3200,1800,Quad HD+,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
969,HP,Ultrabook,13.3,8,256GB SSD,Intel HD Graphics 620,1.11,71874.72,1920,1080,IPS Panel Full HD / Touchscreen,Intel,2.7,Core i7 7500U,Intel,windows,256,0,1,0,TRUE,FALSE,256
970,Acer,Notebook,15.6,4,500GB HDD,Intel HD Graphics 505,2.4,20246.4,1366,768,,Intel,1.1,Pentium Quad Core N4200,Intel,windows,0,500,0,1,FALSE,TRUE,500
971,Asus,Gaming,15.6,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,2.5,95850.72,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,256,1024,1,1,TRUE,TRUE,1280
972,HP,Ultrabook,14,8,512GB SSD,Intel HD Graphics 620,1.48,111301.92,1920,1080,Full HD,Intel,2.7,Core i7 7500U,Intel,windows,512,0,1,0,TRUE,FALSE,512
973,Acer,Gaming,15.6,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,2.7,67132.8,1920,1080,IPS Panel Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,128,1024,1,1,TRUE,TRUE,1152
974,HP,Notebook,13.3,8,256GB SSD,Intel HD Graphics 620,1.34,63349.92,1920,1080,IPS Panel Full HD,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
975,Dell,Notebook,15.6,4,128GB SSD,Intel HD Graphics 620,2.18,29144.16,1366,768,,Intel,2.4,Core i3 7100U,Intel,windows,128,0,1,0,TRUE,FALSE,128
976,HP,Notebook,14,4,500GB HDD,Intel HD Graphics 620,1.64,41505.12,1366,768,,Intel,2.5,Core i5 7200U,Intel,windows,0,500,0,1,FALSE,TRUE,500
977,Toshiba,Notebook,13.3,4,128GB SSD,Intel HD Graphics 520,1.2,63669.6,1920,1080,Full HD,Intel,2.3,Core i5 6200U,Intel,windows,128,0,1,0,TRUE,FALSE,128
978,HP,Notebook,14,4,256GB SSD,Intel HD Graphics 520,1.48,58607.47,1366,768,,Intel,2.4,Core i5 6300U,Intel,windows,256,0,1,0,TRUE,FALSE,256
979,HP,Notebook,14,4,256GB SSD,Intel HD Graphics 620,1.95,64202.4,1920,1080,Full HD,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
980,HP,Ultrabook,14,8,256GB SSD,Intel HD Graphics 520,1.43,77202.72,1920,1080,Full HD,Intel,2.6,Core i7 6600U,Intel,windows,256,0,1,0,TRUE,FALSE,256
981,HP,Notebook,14,8,256GB SSD,Nvidia GeForce 930MX,1.64,55904.57,1920,1080,Full HD,Intel,2.5,Core i5 7200U,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
982,HP,Notebook,14,4,500GB HDD,Intel HD Graphics 620,1.64,36443.52,1366,768,,Intel,2.4,Core i3 7100U,Intel,windows,0,500,0,1,FALSE,TRUE,500
983,Dell,Gaming,15.6,8,1.0TB Hybrid,Nvidia GeForce GTX 1050,2.65,50562.72,1920,1080,Full HD,Intel,2.5,Core i5 7300HQ,Nvidia,windows,1024,0,1,0,TRUE,FALSE,1024
984,HP,Ultrabook,12.5,4,500GB HDD,Intel HD Graphics 620,1.26,81997.92,1920,1080,Full HD,Intel,2.5,Core i5 7200U,Intel,windows,0,500,0,1,FALSE,TRUE,500
985,HP,Notebook,14,4,256GB SSD,Intel HD Graphics 620,1.48,84715.2,1920,1080,Full HD,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
986,HP,Ultrabook,14,8,256GB SSD,Intel HD Graphics 520,1.54,100550.55,1920,1080,Full HD,Intel,2.5,Core i7 6500U,Intel,windows,256,0,1,0,TRUE,FALSE,256
987,HP,Notebook,13.3,4,500GB HDD,Intel HD Graphics 620,1.49,42624,1366,768,,Intel,2.4,Core i3 7100U,Intel,windows,0,500,0,1,FALSE,TRUE,500
988,Toshiba,Notebook,13.3,8,256GB SSD,Intel HD Graphics 520,1.5,64468.8,1366,768,,Intel,2.3,Core i5 6200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
989,HP,Notebook,15.6,4,256GB SSD,Intel HD Graphics 620,2.04,41025.07,1366,768,,Intel,2.4,Core i3 7100U,Intel,windows,256,0,1,0,TRUE,FALSE,256
990,Lenovo,Notebook,17.3,16,512GB SSD,Nvidia Quadro 3000M,2.4,158135.04,3840,2160,IPS Panel 4K Ultra HD,Intel,2.7,Core i7 6820HQ,Nvidia,windows,512,0,1,0,TRUE,FALSE,512
991,Toshiba,Notebook,14,8,256GB SSD,Intel HD Graphics 520,1.47,79387.2,1920,1080,IPS Panel Full HD,Intel,2.3,Core i5 6200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
992,HP,Notebook,14,8,256GB SSD,Intel HD Graphics 520,1.43,118761.12,1920,1080,Full HD,Intel,2.5,Core i7 6500U,Intel,windows,256,0,1,0,TRUE,FALSE,256
993,Dell,2 in 1 Convertible,15.6,4,1TB HDD,Intel HD Graphics 520,2.08,42410.35,1920,1080,IPS Panel Full HD / Touchscreen,Intel,2.3,Core i3 6100U,Intel,windows,0,1024,0,1,FALSE,TRUE,1024
994,Toshiba,Ultrabook,13.3,8,256GB SSD,Intel HD Graphics 520,1.2,84715.2,1920,1080,Full HD,Intel,2.3,Core i5 6200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
995,HP,Notebook,13.3,8,256GB SSD,Intel HD Graphics 620,1.11,61218.72,1920,1080,IPS Panel Full HD,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
996,HP,Notebook,14,8,256GB SSD,Nvidia GeForce 930MX,1.64,63159.71,1920,1080,Full HD,Intel,2.7,Core i7 7500U,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
997,Dell,Notebook,15.6,8,500GB HDD,Intel HD Graphics 520,2.09,55754.32,1920,1080,Full HD,Intel,2.4,Core i5 6300U,Intel,windows,0,500,0,1,FALSE,TRUE,500
998,HP,Ultrabook,12.5,4,256GB SSD,Intel HD Graphics 620,1.26,83063.52,1366,768,,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
999,HP,Notebook,14,4,500GB HDD,Intel HD Graphics 620,2.31,63349.92,1366,768,,Intel,2.5,Core i5 7200U,Intel,windows,0,500,0,1,FALSE,TRUE,500
1000,HP,Notebook,14,4,500GB HDD,Intel HD Graphics 620,1.95,56476.8,1366,768,,Intel,2.5,Core i5 7200U,Intel,windows,0,500,0,1,FALSE,TRUE,500
1001,Dell,Ultrabook,13.3,8,256GB SSD,Intel HD Graphics 620,1.29,86526.72,3200,1800,Quad HD+ / Touchscreen,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
1002,HP,Notebook,17.3,8,256GB SSD,Nvidia GeForce 930MX,2.63,57542.4,1920,1080,Full HD,Intel,2.5,Core i5 7200U,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
1003,HP,Notebook,14,4,256GB SSD,Intel HD Graphics 620,1.64,51841.44,1366,768,,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
1004,Acer,Notebook,15.6,6,1TB HDD,AMD Radeon R5,2.1,21791.52,1366,768,,AMD,3,A9-Series 9420,AMD,windows,0,1024,0,1,FALSE,TRUE,1024
1005,MSI,Gaming,17.3,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,2.7,63499.1,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,128,1024,1,1,TRUE,TRUE,1152
1006,HP,Notebook,14,8,256GB SSD,Intel HD Graphics 520,1.95,63669.6,1920,1080,Full HD,Intel,2.3,Core i5 6200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
1007,HP,Notebook,15.6,8,256GB SSD,Intel HD Graphics 520,1.84,65480.59,1920,1080,Full HD,Intel,2.5,Core i7 6500U,Intel,windows,256,0,1,0,TRUE,FALSE,256
1008,HP,Ultrabook,12.5,8,256GB SSD,Intel HD Graphics 520,1.26,71874.72,1920,1080,Full HD,Intel,2.5,Core i7 6500U,Intel,windows,256,0,1,0,TRUE,FALSE,256
1009,HP,Notebook,15.6,4,500GB HDD,Intel HD Graphics 620,2.04,39533.76,1366,768,,Intel,2.5,Core i5 7200U,Intel,windows,0,500,0,1,FALSE,TRUE,500
1010,Toshiba,Ultrabook,14,8,256GB SSD,Intel HD Graphics 520,1.47,91908,1920,1080,IPS Panel Full HD,Intel,2.6,Core i7 6600U,Intel,windows,256,0,1,0,TRUE,FALSE,256
1011,Dell,Notebook,15.6,8,256GB SSD,Intel HD Graphics 520,2.09,56633.98,1920,1080,Full HD,Intel,2.4,Core i5 6300U,Intel,windows,256,0,1,0,TRUE,FALSE,256
1012,HP,Notebook,14,8,256GB SSD,Intel HD Graphics 620,1.64,53839.97,1920,1080,Full HD,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
1013,Lenovo,2 in 1 Convertible,15.6,4,256GB SSD,Intel HD Graphics 520,1.8,45128.16,1920,1080,IPS Panel Full HD / Touchscreen,Intel,2.5,Core i7 6500U,Intel,windows,256,0,1,0,TRUE,FALSE,256
1014,Vero,Notebook,14,2,32GB Flash Storage,Intel HD Graphics 400,1.45,11231.42,1366,768,,Intel,1.44,Atom X5-Z8350,Intel,windows,32,0,0,0,FALSE,FALSE,32
1015,Toshiba,Notebook,15.6,16,256GB SSD,Nvidia GeForce 930M,2.4,75924,1920,1080,IPS Panel Full HD,Intel,2.5,Core i7 6500U,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
1016,Lenovo,Notebook,15.6,8,256GB SSD,Intel HD Graphics 520,2.3,55922.69,1920,1080,Full HD,Intel,2.3,Core i5 6200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
1017,HP,Notebook,14,4,500GB HDD,Intel HD Graphics 520,1.54,53280,1920,1080,Full HD,Intel,2.3,Core i5 6200U,Intel,windows,0,500,0,1,FALSE,TRUE,500
1018,HP,Notebook,15.6,8,256GB SSD +  500GB HDD,Intel HD Graphics 520,1.84,112065.96,1920,1080,Full HD,Intel,2.4,Core i5 6300U,Intel,windows,256,500,1,1,TRUE,TRUE,756
1019,HP,Notebook,14,8,256GB SSD,Intel HD Graphics 520,1.43,78268.32,1920,1080,Full HD,Intel,2.3,Core i5 6200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
1020,MSI,Gaming,17.3,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,3.78,82351.7,1920,1080,IPS Panel Full HD,Intel,2.7,Core i7 6820HK,Nvidia,windows,256,1024,1,1,TRUE,TRUE,1280
1021,Lenovo,Gaming,17.3,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,4.6,122010.67,1920,1080,IPS Panel Full HD,Intel,2.6,Core i7 6700HQ,Nvidia,windows,128,1024,1,1,TRUE,TRUE,1152
1022,Asus,Netbook,11.6,4,16GB Flash Storage,Intel HD Graphics 400,1.2,15339.31,1366,768,,Intel,1.6,Celeron Dual Core N3060,Intel,chrome_os,16,0,0,0,FALSE,FALSE,16
1023,Lenovo,Notebook,14,16,256GB SSD,Intel HD Graphics 520,1.1,139593.6,2560,1440,IPS Panel,Intel,2.6,Core i7 6600U,Intel,windows,256,0,1,0,TRUE,FALSE,256
1024,HP,Notebook,15.6,8,1TB HDD,Nvidia GeForce 940MX,1.91,52161.12,1920,1080,IPS Panel Full HD,Intel,2.7,Core i7 7500U,Nvidia,windows,0,1024,0,1,FALSE,TRUE,1024
1025,Dell,2 in 1 Convertible,15.6,8,256GB SSD,Intel HD Graphics 620,2.3,58288.32,1920,1080,IPS Panel Full HD / Touchscreen,Intel,2.7,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
1026,HP,Notebook,15.6,4,256GB SSD,Intel HD Graphics 620,2.04,52161.12,1366,768,,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
1027,Dell,Ultrabook,13.3,16,1TB SSD,Intel HD Graphics 620,1.2,120093.12,3200,1800,Quad HD+ / Touchscreen,Intel,2.7,Core i7 7500U,Intel,windows,1024,0,1,0,TRUE,FALSE,1024
1028,HP,Notebook,15.6,4,500GB HDD,Intel HD Graphics 520,2.31,37570.39,1366,768,,Intel,2.3,Core i3 6100U,Intel,windows,0,500,0,1,FALSE,TRUE,500
1029,HP,Notebook,15.6,4,500GB HDD,Intel HD Graphics 620,1.96,26586.72,1366,768,,Intel,2.5,Core i5 7200U,Intel,no_preinstalled_os,0,500,0,1,FALSE,TRUE,500
1030,Acer,Notebook,15.6,8,1TB HDD,AMD Radeon R5,2.4,23922.72,1366,768,,AMD,2.2,A8-Series 7410,AMD,windows,0,1024,0,1,FALSE,TRUE,1024
1031,Dell,2 in 1 Convertible,13.3,12,256GB SSD,Intel HD Graphics 620,1.6,69210.72,1920,1080,IPS Panel Full HD / Touchscreen,Intel,2.7,Core i7 7500U,Intel,windows,256,0,1,0,TRUE,FALSE,256
1032,MSI,Gaming,15.6,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,2.94,96916.32,1920,1080,Full HD,Intel,2.6,Core i7 6700HQ,Nvidia,windows,256,1024,1,1,TRUE,TRUE,1280
1033,Asus,Gaming,17.3,16,1TB HDD,Nvidia GeForce GTX 965M,4,53173.44,1920,1080,IPS Panel Full HD,Intel,2.6,Core i7 6700HQ,Nvidia,no_preinstalled_os,0,1024,0,1,FALSE,TRUE,1024
1034,Dell,Notebook,15.6,4,1TB HDD,Intel HD Graphics,2.25,29783.52,1920,1080,Full HD,Intel,2.5,Core i5 7200U,Intel,windows,0,1024,0,1,FALSE,TRUE,1024
1035,Dell,Notebook,15.6,16,2TB HDD,AMD Radeon R7 M445,2.32,52746.67,1920,1080,Full HD,Intel,2.7,Core i7 7500U,AMD,windows,0,2048,0,1,FALSE,TRUE,2048
1036,MSI,Gaming,15.6,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,1.8,102777.12,1920,1080,Full HD,Intel,2.6,Core i7 6700HQ,Nvidia,windows,256,1024,1,1,TRUE,TRUE,1280
1037,Dell,Ultrabook,13.3,8,256GB SSD,Intel HD Graphics 620,1.29,77682.24,1920,1080,Full HD,Intel,2.7,Core i7 7500U,Intel,windows,256,0,1,0,TRUE,FALSE,256
1038,Asus,Gaming,17.3,64,1TB SSD,Nvidia GeForce GTX 980 ,3.58,211788,1920,1080,IPS Panel Full HD,Intel,2.7,Core i7 6820HK,Nvidia,windows,1024,0,1,0,TRUE,FALSE,1024
1039,Dell,2 in 1 Convertible,13.3,8,256GB SSD,Intel HD Graphics 520,1.62,42517.97,1920,1080,Full HD / Touchscreen,Intel,2.5,Core i7 6500U,Intel,windows,256,0,1,0,TRUE,FALSE,256
1040,Dell,Gaming,15.6,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,3.21,70809.12,3840,2160,4K Ultra HD,Intel,2.6,Core i7 6700HQ,Nvidia,windows,256,1024,1,1,TRUE,TRUE,1280
1041,Apple,Ultrabook,12,8,256GB Flash Storage,Intel HD Graphics 515,0.92,69264,2304,1440,IPS Panel Retina Display,Intel,1.1,Core M,Intel,mac_os,256,0,1,0,TRUE,FALSE,256
1042,Dell,Notebook,15.6,4,500GB HDD,Intel HD Graphics 520,2.06,25679.89,1366,768,,Intel,2.3,Core i3 6100U,Intel,windows,0,500,0,1,FALSE,TRUE,500
1043,HP,Notebook,15.6,4,500GB HDD,Intel HD Graphics 520,2.31,63882.72,1366,768,,Intel,2.3,Core i5 6200U,Intel,windows,0,500,0,1,FALSE,TRUE,500
1044,HP,Ultrabook,12.5,8,256GB SSD,Intel HD Graphics 520,1.26,63882.72,1920,1080,Full HD,Intel,2.3,Core i5 6200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
1045,HP,Notebook,13.3,8,256GB SSD,Intel HD Graphics 620,1.49,58075.2,1920,1080,Full HD,Intel,2.7,Core i7 7500U,Intel,windows,256,0,1,0,TRUE,FALSE,256
1046,Lenovo,Ultrabook,12.5,8,256GB SSD,Intel HD Graphics 520,1.3,91294.75,1920,1080,IPS Panel Full HD / Touchscreen,Intel,2.5,Core i7 6500U,Intel,windows,256,0,1,0,TRUE,FALSE,256
1047,Lenovo,Notebook,17.3,8,1.0TB HDD,AMD Radeon R5 M330,3,35111.52,1600,900,,Intel,2.3,Core i5 6200U,AMD,windows,0,1024,0,1,FALSE,TRUE,1024
1048,Lenovo,Notebook,15.6,4,1TB HDD,Nvidia GeForce GTX 950M,2.3,52054.56,1920,1080,IPS Panel Full HD,Intel,2.3,Core i5 6300HQ,Nvidia,windows,0,1024,0,1,FALSE,TRUE,1024
1049,MSI,Gaming,17.3,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,3.78,133146.72,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,256,1024,1,1,TRUE,TRUE,1280
1050,Lenovo,Notebook,15.6,4,500GB HDD,Intel HD Graphics 520,2.1,28771.2,1366,768,,Intel,2.3,Core i5 6200U,Intel,windows,0,500,0,1,FALSE,TRUE,500
1051,HP,Notebook,15.6,4,500GB HDD,Intel HD Graphics 520,2.31,50083.2,1920,1080,Full HD,Intel,2.3,Core i5 6200U,Intel,windows,0,500,0,1,FALSE,TRUE,500
1052,Lenovo,Ultrabook,12.5,8,512GB SSD,Intel HD Graphics 515,0.99,74538.72,2560,1440,IPS Panel Touchscreen,Intel,1.2,Core M 6Y75,Intel,windows,512,0,1,0,TRUE,FALSE,512
1053,Lenovo,Gaming,17.3,32,512GB SSD +  1.0TB Hybrid,Nvidia GeForce GTX 980M,4.6,172627.2,1920,1080,IPS Panel Full HD,Intel,2.7,Core i7 6820HK,Nvidia,windows,512,1024,1,1,TRUE,TRUE,1536
1054,Lenovo,2 in 1 Convertible,10.1,4,64GB Flash Storage,Intel HD Graphics 400,1.42,34433.27,1920,1200,IPS Panel Touchscreen,Intel,1.44,Atom x5-Z8550,Intel,windows,64,0,0,0,FALSE,FALSE,64
1055,HP,Ultrabook,13.3,16,512GB SSD,Intel HD Graphics 620,1.3,109170.72,3840,2160,IPS Panel 4K Ultra HD,Intel,2.7,Core i7 7500U,Intel,windows,512,0,1,0,TRUE,FALSE,512
1056,Dell,Notebook,15.6,8,256GB SSD,Intel HD Graphics 620,2.18,39960,1920,1080,Full HD,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
1057,HP,Notebook,14,4,500GB HDD,Intel HD Graphics 520,1.54,54931.15,1920,1080,Full HD,Intel,2.3,Core i5 6200U,Intel,windows,0,500,0,1,FALSE,TRUE,500
1058,HP,Workstation,15.6,8,256GB SSD,AMD FirePro W4190M,1.9,79653.6,1920,1080,Full HD,Intel,2.5,Core i7 6500U,AMD,windows,256,0,1,0,TRUE,FALSE,256
1059,Lenovo,Notebook,14,8,180GB SSD,Intel HD Graphics 520,1.7,63882.72,1920,1080,Full HD,Intel,2.3,Core i5 6200U,Intel,windows,180,0,1,0,TRUE,FALSE,180
1060,HP,Notebook,13.3,4,32GB Flash Storage,Intel HD Graphics 515,1.29,32767.2,3200,1800,Quad HD+,Intel,1.5,Pentium Dual Core 4405Y,Intel,chrome_os,32,0,0,0,FALSE,FALSE,32
1061,Acer,Notebook,15.6,4,500GB HDD,AMD Radeon R5,2.4,20619.36,1366,768,,AMD,2.2,A8-Series 7410,AMD,windows,0,500,0,1,FALSE,TRUE,500
1062,Dell,Notebook,15.6,4,500GB HDD,Intel HD Graphics,2.2,20965.15,1366,768,,Intel,1.6,Pentium Quad Core N3700,Intel,linux,0,500,0,1,FALSE,TRUE,500
1063,HP,Notebook,15.6,4,1TB HDD,Intel HD Graphics 520,1.86,18434.35,1366,768,,Intel,2,Core i3 6006U,Intel,no_preinstalled_os,0,1024,0,1,FALSE,TRUE,1024
1064,Asus,Gaming,17.3,8,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,2.7,85194.72,1920,1080,IPS Panel Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,256,1024,1,1,TRUE,TRUE,1280
1065,Dell,Ultrabook,13.3,4,256GB SSD,AMD Radeon 530,1.4,43601.69,1920,1080,IPS Panel Full HD,Intel,1.6,Core i5 8250U,AMD,windows,256,0,1,0,TRUE,FALSE,256
1066,HP,Netbook,12.5,4,128GB SSD,Intel HD Graphics 520,2.4,85194.72,1366,768,,Intel,2.3,Core i5 6200U,Intel,windows,128,0,1,0,TRUE,FALSE,128
1067,Acer,Notebook,15.6,8,256GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,2.4,42570.72,1920,1080,Full HD,Intel,2.5,Core i5 7200U,Nvidia,windows,256,1024,1,1,TRUE,TRUE,1280
1068,Dell,Notebook,15.6,8,1TB HDD,AMD Radeon R7 M445,2.36,34035.26,1920,1080,Full HD,Intel,2.5,Core i5 7200U,AMD,windows,0,1024,0,1,FALSE,TRUE,1024
1069,MSI,Gaming,17.3,8,256GB SSD,Nvidia GeForce GTX 965M,2.6,85194.72,1920,1080,Full HD,Intel,2.6,Core i7 6700HQ,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
1070,HP,Notebook,15.6,4,1TB HDD,Intel HD Graphics 405,1.96,26640,1366,768,,Intel,1.6,Pentium Quad Core N3710,Intel,windows,0,1024,0,1,FALSE,TRUE,1024
1071,Asus,Gaming,17.3,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,4.3,122490.72,1920,1080,IPS Panel Full HD,Intel,2.6,Core i7 6700HQ,Nvidia,windows,128,1024,1,1,TRUE,TRUE,1152
1072,Dell,Ultrabook,12.5,4,500GB HDD,Intel HD Graphics 520,1.5,60480.79,1366,768,,Intel,2.3,Core i3 6100U,Intel,windows,0,500,0,1,FALSE,TRUE,500
1073,Dell,Ultrabook,12.5,4,128GB SSD,Intel HD Graphics 520,1.5,62176.16,1366,768,,Intel,2.3,Core i3 6100U,Intel,windows,128,0,1,0,TRUE,FALSE,128
1074,Acer,Notebook,15.6,4,16GB SSD,Intel HD Graphics,2.2,11135.52,1366,768,,Intel,1.5,Celeron Dual Core 3205U,Intel,chrome_os,16,0,1,0,TRUE,FALSE,16
1075,HP,Workstation,17.3,8,1TB HDD,AMD FirePro W6150M,3,154458.72,1920,1080,IPS Panel Full HD,Intel,2.6,Core i7 6700HQ,AMD,windows,0,1024,0,1,FALSE,TRUE,1024
1076,Lenovo,Gaming,15.6,16,512GB SSD,Nvidia GeForce GTX 1050 Ti,2.4,63882.72,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,512,0,1,0,TRUE,FALSE,512
1077,Dell,Ultrabook,12.5,8,256GB SSD,Intel HD Graphics 520,1.5,75289.97,1366,768,,Intel,2.3,Core i5 6200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
1078,MSI,Gaming,17.3,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,2.9,80516.2,1920,1080,Full HD,Intel,2.6,Core i7 6700HQ,Nvidia,windows,128,1024,1,1,TRUE,TRUE,1152
1079,Lenovo,2 in 1 Convertible,15.6,4,256GB SSD,Intel HD Graphics 520,2.1,46193.76,1920,1080,IPS Panel Full HD / Touchscreen,Intel,2.3,Core i5 6200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
1080,HP,Notebook,15.6,4,1TB HDD,AMD Radeon R4,2.1,21205.44,1920,1080,Full HD,AMD,2.5,A6-Series 9220,AMD,windows,0,1024,0,1,FALSE,TRUE,1024
1081,Asus,Gaming,15.6,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,2.59,71341.92,1920,1080,IPS Panel Full HD,Intel,2.6,Core i7 6700HQ,Nvidia,windows,128,1024,1,1,TRUE,TRUE,1152
1082,HP,Notebook,13.3,8,256GB SSD,Intel HD Graphics 515,1.16,90522.72,3200,1800,Quad HD+ / Touchscreen,Intel,1.1,Core M 6Y54,Intel,windows,256,0,1,0,TRUE,FALSE,256
1083,Dell,Notebook,15.6,4,500GB HDD,AMD Radeon R5 M315,2.24,40980.31,1366,768,,Intel,2.3,Core i5 6200U,AMD,windows,0,500,0,1,FALSE,TRUE,500
1084,Lenovo,Notebook,15.6,4,128GB SSD,Intel HD Graphics 520,2.1,22857.12,1366,768,,Intel,2,Core i3 6006U,Intel,windows,128,0,1,0,TRUE,FALSE,128
1085,HP,Ultrabook,13.3,8,512GB SSD,Intel HD Graphics 520,1.16,104908.32,1920,1080,Full HD,Intel,2.5,Core i7 6500U,Intel,windows,512,0,1,0,TRUE,FALSE,512
1086,Lenovo,2 in 1 Convertible,10.1,4,64GB Flash Storage,Intel HD Graphics 400,1.42,29250.72,1920,1200,IPS Panel Touchscreen,Intel,1.44,Atom x5-Z8550,Intel,android,64,0,0,0,FALSE,FALSE,64
1087,Dell,Ultrabook,13.3,8,256GB SSD,Intel Iris Plus Graphics 640,1.23,73473.12,1920,1080,Full HD,Intel,2.4,Core i7 7560U,Intel,windows,256,0,1,0,TRUE,FALSE,256
1088,Lenovo,Gaming,17.3,16,256GB SSD +  1.0TB Hybrid,Nvidia GeForce GTX 980M,4.6,146519.47,1920,1080,IPS Panel Full HD,Intel,2.7,Core i7 6820HK,Nvidia,windows,256,1024,1,1,TRUE,TRUE,1280
1089,Razer,Ultrabook,12.5,8,256GB SSD,Intel HD Graphics 520,1.25,54825.12,3840,2160,Touchscreen / 4K Ultra HD,Intel,2.5,Core i7 6500U,Intel,windows,256,0,1,0,TRUE,FALSE,256
1090,Toshiba,Ultrabook,13.3,16,512GB SSD,Intel HD Graphics 620,1.05,118601.28,1920,1080,Full HD,Intel,2.7,Core i7 7500U,Intel,windows,512,0,1,0,TRUE,FALSE,512
1091,Asus,Gaming,17.3,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,3.52,69929.47,1920,1080,Full HD,Intel,2.6,Core i7 6700HQ,Nvidia,windows,128,1024,1,1,TRUE,TRUE,1152
1092,Vero,Notebook,13.3,4,32GB Flash Storage,Intel HD Graphics 400,1.35,10442.88,1920,1080,Full HD,Intel,1.44,Atom X5-Z8350,Intel,windows,32,0,0,0,FALSE,FALSE,32
